,id,season,city,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,venue
635,636,2016,Bangalore,14,13,14,0,normal,0,14,8,0,17
636,7894,2018,Mumbai,8,0,0,1,normal,0,0,0,1,40
637,7895,2018,Mohali,3,5,5,1,normal,0,5,0,6,26
638,7896,2018,Kolkata,13,7,7,1,normal,0,7,0,4,8
639,7897,2018,Hyderabad,10,14,14,1,normal,0,14,0,9,28
640,7898,2018,Chennai,7,0,0,1,normal,0,0,0,5,20
641,7899,2018,Jaipur,10,3,3,1,normal,1,10,10,0,32
642,7900,2018,Hyderabad,8,14,14,1,normal,0,14,0,1,28
643,7901,2018,Bengaluru,5,13,13,1,normal,0,13,0,4,17
644,7902,2018,Mumbai,8,3,3,1,normal,0,3,0,7,40
645,7903,2018,Kolkata,7,14,14,1,normal,0,14,0,5,8
646,7904,2018,Bengaluru,10,13,13,1,normal,0,10,19,0,17
647,7905,2018,Mohali,5,0,0,1,normal,0,5,4,0,26
648,7906,2018,Kolkata,7,3,3,1,normal,0,7,71,0,8
649,7907,2018,Mumbai,8,13,13,1,normal,0,8,46,0,40
650,7908,2018,Jaipur,10,7,7,1,normal,0,7,0,7,32
651,7909,2018,Mohali,5,14,5,0,normal,0,5,15,0,26
652,7910,2018,Pune,0,10,10,1,normal,0,0,64,0,21
653,7911,2018,Kolkata,7,5,5,1,normal,1,5,0,9,8
654,7912,2018,Bengaluru,3,13,13,1,normal,0,13,0,6,17
655,7913,2018,Hyderabad,0,14,14,1,normal,0,0,4,0,28
656,7914,2018,Jaipur,8,10,8,0,normal,0,10,0,3,32
657,7915,2018,Delhi,5,3,3,1,normal,0,5,4,0,9
658,7916,2018,Mumbai,14,8,8,1,normal,0,14,31,0,40
659,7917,2018,Bengaluru,13,0,0,1,normal,0,0,0,5,17
660,7918,2018,Hyderabad,14,5,5,1,normal,0,14,13,0,28
661,7919,2018,Delhi,3,7,7,1,normal,0,3,55,0,9
662,7920,2018,Pune,0,8,8,1,normal,0,8,0,8,21
663,7921,2018,Jaipur,14,10,14,0,normal,0,14,11,0,32
664,7922,2018,Bengaluru,13,7,7,1,normal,0,7,0,6,17
665,7923,2018,Pune,0,3,3,1,normal,0,0,13,0,21
666,7924,2018,Bengaluru,13,8,8,1,normal,0,13,14,0,17
667,7925,2018,Delhi,3,10,10,1,normal,1,3,4,0,9
668,7926,2018,Kolkata,0,7,7,1,normal,0,7,0,6,8
669,7927,2018,Indore,5,8,8,1,normal,0,8,0,6,13
670,7928,2018,Pune,13,0,0,1,normal,0,0,0,6,21
671,7929,2018,Hyderabad,3,14,3,0,normal,0,14,0,7,28
672,7930,2018,Mumbai,8,7,7,1,normal,0,8,13,0,40
673,7931,2018,Indore,10,5,5,1,normal,0,5,0,6,13
674,7932,2018,Hyderabad,14,13,13,1,normal,0,14,5,0,28
675,7933,2018,Jaipur,10,5,10,0,normal,0,10,15,0,32
676,7934,2018,Kolkata,8,7,7,1,normal,0,8,102,0,8
677,7935,2018,Delhi,3,14,3,0,normal,0,14,0,9,9
678,7936,2018,Jaipur,0,10,0,0,normal,0,10,0,4,32
679,7937,2018,Indore,7,5,5,1,normal,0,7,31,0,13
680,7938,2018,Delhi,3,13,13,1,normal,0,13,0,5,9
681,7939,2018,Pune,14,0,0,1,normal,0,0,0,8,21
682,7940,2018,Mumbai,8,10,10,1,normal,0,10,0,7,40
683,7941,2018,Indore,5,13,13,1,normal,0,13,0,10,13
684,7942,2018,Kolkata,10,7,7,1,normal,0,7,0,6,8
685,7943,2018,Mumbai,8,5,5,1,normal,0,8,3,0,40
686,7944,2018,Bengaluru,13,14,14,1,normal,0,13,14,0,17
687,7945,2018,Delhi,3,0,0,1,normal,0,3,34,0,9
688,7946,2018,Jaipur,10,13,10,0,normal,0,10,30,0,32
689,7947,2018,Hyderabad,14,7,14,0,normal,0,7,0,5,28
690,7948,2018,Delhi,3,8,3,0,normal,0,3,11,0,9
691,7949,2018,Pune,5,0,0,1,normal,0,0,0,5,21
692,7950,2018,Mumbai,14,0,0,1,normal,0,0,0,2,40
693,7951,2018,Kolkata,7,10,10,1,normal,0,7,25,0,8
694,7952,2018,Kolkata,14,7,7,1,normal,0,14,14,0,8
695,7953,2018,Mumbai,14,0,0,1,normal,0,0,0,8,40
696,11137,2019,Chennai,13,0,0,1,normal,0,0,0,7,18
697,11138,2019,Kolkata,14,7,7,1,normal,0,7,0,6,8
698,11139,2019,Mumbai,2,8,8,1,normal,0,2,37,0,40
699,11140,2019,Jaipur,5,10,10,1,normal,0,5,14,0,32
700,11141,2019,Delhi,2,0,2,0,normal,0,0,0,6,10
701,11142,2019,Kolkata,7,5,5,1,normal,0,7,28,0,8
702,11143,2019,Bengaluru,8,13,13,1,normal,0,8,6,0,19
703,11144,2019,Hyderabad,10,14,10,0,normal,0,14,0,5,29
704,11145,2019,Mohali,8,5,5,1,normal,0,5,0,8,14
705,11146,2019,Delhi,7,2,2,1,tie,0,2,0,0,10
706,11147,2019,Hyderabad,14,13,13,1,normal,0,14,118,0,29
707,11148,2019,Chennai,0,10,10,1,normal,0,0,8,0,18
708,11149,2019,Mohali,5,2,2,1,normal,0,5,14,0,14
709,11150,2019,Jaipur,13,10,10,1,normal,0,10,0,7,32
710,11151,2019,Mumbai,8,0,0,1,normal,0,8,37,0,40
711,11152,2019,Delhi,2,14,14,1,normal,0,14,0,5,10
712,11153,2019,Bengaluru,13,7,7,1,normal,0,7,0,5,19
713,11309,2019,Chennai,0,5,0,0,normal,0,0,22,0,18
714,11310,2019,Hyderabad,8,14,14,1,normal,0,8,40,0,29
715,11311,2019,Bengaluru,13,2,2,1,normal,0,2,0,4,19
716,11312,2019,Jaipur,10,7,7,1,normal,0,7,0,8,32
717,11313,2019,Mohali,14,5,5,1,normal,0,5,0,6,14
718,11314,2019,Chennai,7,0,0,1,normal,0,0,0,7,18
719,11315,2019,Mumbai,5,8,8,1,normal,0,8,0,3,40
720,11316,2019,Jaipur,10,0,0,1,normal,0,0,0,4,32
721,11317,2019,Kolkata,7,2,2,1,normal,0,2,0,7,8
722,11318,2019,Mumbai,8,10,10,1,normal,0,10,0,4,40
723,11319,2019,Mohali,5,13,13,1,normal,0,13,0,8,14
724,11320,2019,Kolkata,7,0,0,1,normal,0,0,0,5,8
725,11321,2019,Hyderabad,2,14,14,1,normal,0,2,39,0,29
726,11322,2019,Mumbai,13,8,8,1,normal,0,8,0,5,40
727,11323,2019,Mohali,5,10,10,1,normal,0,5,12,0,14
728,11324,2019,Hyderabad,0,14,0,0,normal,0,14,0,6,29
729,11325,2019,Delhi,8,2,8,0,normal,0,8,40,0,10
730,11326,2019,Kolkata,13,7,7,1,normal,0,13,10,0,8
731,11327,2019,Jaipur,8,10,10,1,normal,0,10,0,5,32
732,11328,2019,Delhi,5,2,2,1,normal,0,2,0,5,10
733,11329,2019,Hyderabad,7,14,14,1,normal,0,14,0,9,29
734,11330,2019,Bengaluru,13,0,0,1,normal,0,13,1,0,19
735,11331,2019,Jaipur,10,2,2,1,normal,0,2,0,6,32
736,11332,2019,Chennai,14,0,0,1,normal,0,0,0,6,18
737,11333,2019,Bengaluru,13,5,5,1,normal,0,13,17,0,19
738,11334,2019,Kolkata,7,10,10,1,normal,0,10,0,3,8
739,11335,2019,Chennai,8,0,0,1,normal,0,8,46,0,18
740,11336,2019,Jaipur,14,10,10,1,normal,0,10,0,7,32
741,11337,2019,Delhi,2,13,2,0,normal,0,2,16,0,10
742,11338,2019,Kolkata,7,8,8,1,normal,0,7,34,0,8
743,11339,2019,Hyderabad,14,5,5,1,normal,0,14,45,0,29
744,11340,2019,Bengaluru,13,10,10,1,no result,0,15,0,0,19
745,11341,2019,Chennai,0,2,2,1,normal,0,0,80,0,18
746,11342,2019,Mumbai,8,14,8,0,tie,0,8,0,0,40
747,11343,2019,Mohali,5,7,7,1,normal,0,7,0,7,14
748,11344,2019,Delhi,10,2,10,0,normal,0,2,0,5,10
749,11345,2019,Bengaluru,14,13,13,1,normal,0,13,0,4,19
750,11346,2019,Mohali,0,5,5,1,normal,0,5,0,6,14
751,11347,2019,Mumbai,7,8,8,1,normal,0,8,0,9,40
752,11412,2019,Chennai,0,8,0,0,normal,0,8,0,6,18
753,11413,2019,Visakhapatnam,14,2,2,1,normal,0,2,0,2,0
754,11414,2019,Visakhapatnam,2,0,0,1,normal,0,0,0,6,0
755,11415,2019,Hyderabad,8,0,8,0,normal,0,8,1,0,29
